Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
Sakuzyo - Imprinting by Fnyt,Fnyt,Easy,Ranked,858,"8,134",1.54,297,175,71.68,!bsr 142f4,37,66,15,2.645,4640.0,EB650896E07F1F38617B77B980CAFDAFDC7872E7
Sakuzyo - Imprinting by Fnyt,Fnyt,Normal,Ranked,"1,844","8,134",2.89,490,175,134.52,!bsr 142f4,24,39,17,4.364,4640.0,EB650896E07F1F38617B77B980CAFDAFDC7872E7
Sakuzyo - Imprinting by Fnyt,Fnyt,Hard,Ranked,"2,696","8,134",6.13,779,175,282.34,!bsr 142f4,16,32,19,6.938,4640.0,EB650896E07F1F38617B77B980CAFDAFDC7872E7
Sakuzyo - Imprinting by Fnyt,Fnyt,Expert,Ranked,"1,673","8,134",8.41,961,175,383.14,!bsr 142f4,16,32,21,8.559,4640.0,EB650896E07F1F38617B77B980CAFDAFDC7872E7
Sakuzyo - Imprinting by Fnyt,Fnyt,Expert+,Ranked,"1,063","8,134",10,"1,177",175,455.22,!bsr 142f4,28,30,22,10.482,4640.0,EB650896E07F1F38617B77B980CAFDAFDC7872E7
Camellia - Dyscontrolled Galaxy by Soba`s,Soba`s,Expert+,Ranked,826,826,10.95,"2,742",161,496.14,!bsr 14513,0,57,22,9.675,9520.0,9AC0355075FBBCCA270225FF9FEBD7B2E27BFA43
BADA - FLOWER by Alice,Alice,Easy,Ranked,290,"6,508",1.14,376,126,53.41,!bsr 14972,4,127,10,2.007,53100.0,B736B0AA8465561A42C46672FE39AC95F8E413E3
BADA - FLOWER by Alice,Alice,Normal,Ranked,374,"6,508",1.67,549,126,77.52,!bsr 14972,22,83,12,2.93,53100.0,B736B0AA8465561A42C46672FE39AC95F8E413E3
BADA - FLOWER by Alice,Alice,Hard,Ranked,840,"6,508",2.74,738,126,126.51,!bsr 14972,22,39,15,3.939,53100.0,B736B0AA8465561A42C46672FE39AC95F8E413E3
BADA - FLOWER by Alice,Alice,Expert,Ranked,"1,848","6,508",4.08,882,126,187.63,!bsr 14972,22,47,18,4.707,53100.0,B736B0AA8465561A42C46672FE39AC95F8E413E3
BADA - FLOWER by Alice,Alice,Expert+,Ranked,"3,156","6,508",7.87,"1,197",126,358.33,!bsr 14972,0,0,0,22,0,B736B0AA8465561A42C46672FE39AC95F8E413E3
Kobaryo - Invisible Frenzy by Denyah & Astrella,Denyah & Astrella,Expert+,Ranked,812,812,11.9,"3,304",297,536.14,!bsr 1496b,117,383,22,11.695,12600.0,3D3FA076FB3D04D4633380F80C6022202116B69C
"Unlucky Morpheus - Top of the ""M"" by abcbadq & altrewin",abcbadq & altrewin,Easy,Ranked,614,"6,532",2.33,943,208,107.95,,,,,,,50D3F8302337C1E9812EB1C0A0AADF87E1B0FF82
"Unlucky Morpheus - Top of the ""M"" by abcbadq & altrewin",abcbadq & altrewin,Normal,Ranked,869,"6,532",3.76,"1,111",208,174.11,,,,,,,50D3F8302337C1E9812EB1C0A0AADF87E1B0FF82
"Unlucky Morpheus - Top of the ""M"" by abcbadq & altrewin",abcbadq & altrewin,Hard,Ranked,"1,481","6,532",5.37,"1,323",208,246.53,,,,,,,50D3F8302337C1E9812EB1C0A0AADF87E1B0FF82
"Unlucky Morpheus - Top of the ""M"" by abcbadq & altrewin",abcbadq & altrewin,Expert,Ranked,"1,641","6,532",9.06,"1,566",208,413.51,,,,,,,50D3F8302337C1E9812EB1C0A0AADF87E1B0FF82
"Unlucky Morpheus - Top of the ""M"" by abcbadq & altrewin",abcbadq & altrewin,Expert+,Ranked,"1,927","6,532",9.32,"1,812",208,424.96,,,,,,,50D3F8302337C1E9812EB1C0A0AADF87E1B0FF82
you - Melancholia by Emilia,Emilia,Easy,Ranked,458,"5,525",1.29,398,340,60.11,!bsr 14c51,81,114,16,2.185,5050.0,5909C4CC3F242632BF4C826305732489F8C54F9B
you - Melancholia by Emilia,Emilia,Normal,Ranked,400,"5,525",2.03,505,340,94.19,!bsr 14c51,81,101,18,2.772,5050.0,5909C4CC3F242632BF4C826305732489F8C54F9B
you - Melancholia by Emilia,Emilia,Hard,Ranked,912,"5,525",2.7,645,340,123.84,!bsr 14c51,57,83,19,3.541,5050.0,5909C4CC3F242632BF4C826305732489F8C54F9B
you - Melancholia by Emilia,Emilia,Expert,Ranked,"2,647","5,525",5.47,797,340,251.42,!bsr 14c51,57,51,21,4.375,5050.0,5909C4CC3F242632BF4C826305732489F8C54F9B
you - Melancholia by Emilia,Emilia,Expert+,Ranked,"1,108","5,525",11,"1,191",340,494.40,!bsr 14c51,87,47,23,6.538,5050.0,5909C4CC3F242632BF4C826305732489F8C54F9B
Omiya Club - KORO DISCO! by Pug,Pug,Expert+,Ranked,"3,931","3,931",4.32,243,120,199.84,!bsr 14ae4,102,69,16,2.91,855,05CF9E9638473C2AD59E72B780AD7EDE83297FED
Cesqeaux & Wuki - Old School Sound by Checkthepan,Checkthepan,Expert,Ranked,"1,133","2,441",3.66,715,150,167.72,,,,,,,4050A8A9DF4B7B895A63A23F1CAF61232D9601EF
Cesqeaux & Wuki - Old School Sound by Checkthepan,Checkthepan,Expert+,Ranked,"1,308","2,441",9.18,967,150,414.09,,,,,,,4050A8A9DF4B7B895A63A23F1CAF61232D9601EF
Omiya Club - KORO DISCO! by Depito,Depito,Normal,Ranked,984,"9,235",1.34,244,120,62.55,!bsr 14ae4,,,,,,7A4CDD84F4752F88A7A99414E5959393EC539918
Omiya Club - KORO DISCO! by Depito,Depito,Hard,Ranked,"1,375","9,235",2.21,396,120,103.07,!bsr 14ae4,,,,,,7A4CDD84F4752F88A7A99414E5959393EC539918
Omiya Club - KORO DISCO! by Depito,Depito,Expert,Ranked,"2,150","9,235",3.33,482,120,154.89,!bsr 14ae4,,,,,,7A4CDD84F4752F88A7A99414E5959393EC539918
Omiya Club - KORO DISCO! by Depito,Depito,Expert+,Ranked,"4,726","9,235",5.11,597,120,236.05,!bsr 14ae4,102,69,16,2.91,855,7A4CDD84F4752F88A7A99414E5959393EC539918
Team Grimoire - C18H27NO3 by Duh Hello,Duh Hello,Expert,Ranked,"1,979","3,148",9.34,"3,659",210,426.00,!bsr 1492f,68,131,19,11.05,29100.0,2F09BB6C2ECB9EC5B66B4805656B1CBE9C6AC7CD
Team Grimoire - C18H27NO3 by Duh Hello,Duh Hello,Expert+,Ranked,"1,169","3,148",11.37,"4,535",210,513.87,!bsr 1492f,88,131,21,13.695,29100.0,2F09BB6C2ECB9EC5B66B4805656B1CBE9C6AC7CD
Evilwave - Berserk by FatBeanzoop,FatBeanzoop,Expert+,Ranked,"2,371","2,371",8.44,"1,793",290,384.19,!bsr 15075,601,320,21,6.449,11600.0,445A3A3EF3656084F92E1109FB6187DB2DE3085D
Camellia - +ERABY+E CONNEC+10N by Tootie,Tootie,Expert+,Ranked,836,836,9.98,"2,753",230,449.48,!bsr 15300,110,141,22,9.629,13100.0,66193DABE3828397B148BD3CC3750E237490A74A
Camellia - Newspapers For Magicians by Shan_Man,Shan_Man,Expert+,Ranked,"1,782","1,782",8.94,"2,178",150,409.22,!bsr 1547b,34,116,22,7.914,7550.0,E24FB7D5EA14E7DD155AAF59BE80E9DC5958F876
Fox Stevenson - Broken Man by Jaack,Jaack,Easy,Ranked,521,"7,828",1.18,292,174,54.70,,,,,,,290A3AB41D726001528ECD986009B60E230B5E39
Fox Stevenson - Broken Man by Jaack,Jaack,Normal,Ranked,585,"7,828",2.15,490,174,100.04,,,,,,,290A3AB41D726001528ECD986009B60E230B5E39
Fox Stevenson - Broken Man by Jaack,Jaack,Hard,Ranked,"1,318","7,828",3.82,601,174,177.46,,,,,,,290A3AB41D726001528ECD986009B60E230B5E39
Fox Stevenson - Broken Man by Jaack,Jaack,Expert,Ranked,"2,062","7,828",4.95,969,174,228.52,,,,,,,290A3AB41D726001528ECD986009B60E230B5E39
Fox Stevenson - Broken Man by Jaack,Jaack,Expert+,Ranked,"3,342","7,828",6.95,"1,330",174,318.98,,,,,,,290A3AB41D726001528ECD986009B60E230B5E39
Camellia & DJ Genki - Feelin Sky by Depito & ExUnReal,Depito & ExUnReal,Expert+,Ranked,"2,659","2,659",9.29,"3,353",200,422.88,!bsr 1a862,527,78,22,9.105,8130.000000000001,C813C8DDCC4E831F4A175FDE9F0D8B73952FC2BC
Geoxor - Nana by Skeelie,Skeelie,Expert+,Ranked,"3,617","3,617",8.16,"1,182",128,372.28,!bsr 14107,63,97,18,4.785,4260.0,F897EBEED22C678F9758EABEFB9E9C032A8E371C
BLANKFIELD - Goodbye by Cobayo & IsraGRFK,Cobayo & IsraGRFK,Expert,Ranked,"1,813","1,921",9.97,"2,821",260,453.39,!bsr 15aab,40,61,21,9.806,4670.0,75DAE20C02C460B960358846EAB97DAB5A8FECA1
Passcode - PROJECTION by abcbadq & altrewin,abcbadq & altrewin,Easy,Ranked,322,"4,321",2.48,919,210,114.65,,,,,,,97E1B67ED8641899E89DE59603D97D89DAE770D7
Passcode - PROJECTION by abcbadq & altrewin,abcbadq & altrewin,Normal,Ranked,597,"4,321",3.71,"1,096",210,171.35,,,,,,,97E1B67ED8641899E89DE59603D97D89DAE770D7
Passcode - PROJECTION by abcbadq & altrewin,abcbadq & altrewin,Hard,Ranked,"1,348","4,321",7.06,"1,301",210,322.76,,,,,,,97E1B67ED8641899E89DE59603D97D89DAE770D7
Passcode - PROJECTION by abcbadq & altrewin,abcbadq & altrewin,Expert,Ranked,"1,331","4,321",8.57,"1,493",210,389.40,,,,,,,97E1B67ED8641899E89DE59603D97D89DAE770D7
Passcode - PROJECTION by abcbadq & altrewin,abcbadq & altrewin,Expert+,Ranked,723,"4,321",9.82,"1,665",210,445.39,,,,,,,97E1B67ED8641899E89DE59603D97D89DAE770D7
Imil - You by Emilia,Emilia,Easy,Ranked,420,"4,200",1.51,292,350,70.18,,,,,,,5A79F235519F17323538CB9F9730C9040C89E5DE
Imil - You by Emilia,Emilia,Normal,Ranked,402,"4,200",2.59,462,350,120.19,,,,,,,5A79F235519F17323538CB9F9730C9040C89E5DE
Imil - You by Emilia,Emilia,Hard,Ranked,683,"4,200",3.4,503,350,157.15,,,,,,,5A79F235519F17323538CB9F9730C9040C89E5DE
Imil - You by Emilia,Emilia,Expert,Ranked,"1,649","4,200",5.47,866,350,250.03,,,,,,,5A79F235519F17323538CB9F9730C9040C89E5DE
Imil - You by Emilia,Emilia,Expert+,Ranked,"1,046","4,200",11.19,"1,155",350,504.69,,,,,,,5A79F235519F17323538CB9F9730C9040C89E5DE
Kairiki Bear - Ruma by MaNaB & Emir,MaNaB & Emir,Easy,Ranked,321,"4,473",1.31,367,154,60.71,!bsr 15d3c,0,26,10,2.03,5370.0,533F9F1D34617ABAA0D78681DE81900936963AA4
Kairiki Bear - Ruma by MaNaB & Emir,MaNaB & Emir,Normal,Ranked,385,"4,473",2.18,601,154,101.36,!bsr 15d3c,0,61,15,3.324,5370.0,533F9F1D34617ABAA0D78681DE81900936963AA4
Kairiki Bear - Ruma by MaNaB & Emir,MaNaB & Emir,Hard,Ranked,963,"4,473",2.87,772,154,132.95,!bsr 15d3c,0,0,16,4.27,5370.0,533F9F1D34617ABAA0D78681DE81900936963AA4
Kairiki Bear - Ruma by MaNaB & Emir,MaNaB & Emir,Expert,Ranked,"2,014","4,473",4.78,"1,064",154,220.74,!bsr 15d3c,10,15,18,5.886,5370.0,533F9F1D34617ABAA0D78681DE81900936963AA4
Kairiki Bear - Ruma by MaNaB & Emir,MaNaB & Emir,Expert+,Ranked,790,"4,473",9.28,"1,406",154,417.62,!bsr 15d3c,8,18,19,7.777,5380.0,533F9F1D34617ABAA0D78681DE81900936963AA4
Camellia - Bassline Yatteru? w by Joshabi & altrewin,Joshabi & altrewin,Hard,Ranked,"2,909","7,081",6.83,"1,679",128,314.31,!bsr d0f6,0,36,16,4.796,3140.0,0CAC133F16A319DE4788AD5F27002994E120D818
Camellia - Bassline Yatteru? w by Joshabi & altrewin,Joshabi & altrewin,Expert,Ranked,"1,996","7,081",8.5,"2,093",128,388.29,!bsr d0f6,36,12,18,6.022,3140.0,0CAC133F16A319DE4788AD5F27002994E120D818
Camellia - Bassline Yatteru? w by Joshabi & altrewin,Joshabi & altrewin,Expert+,Ranked,"2,176","7,081",9.15,"1,938",128,415.84,!bsr d0f6,59,0,20,8.463,3140.0,0CAC133F16A319DE4788AD5F27002994E120D818
Camellia - (The) Immortal Scream by ComplexFrequency,ComplexFrequency,Expert+,Ranked,"1,013","1,013",10.79,"2,203",299,488.71,!bsr 15fd7,46,405,23,9.701,8650.0,738B9B0543B37C5589D56F0C2A8FB821F7F88BCF
"Camellia - Quicksand by Jabob, Narwhal, & Jez","Jabob, Narwhal, & Jez",Expert,Ranked,759,"2,085",10.62,"2,289",260,478.37,,,,,,,A4DC5CE503BE7D3E42DD9F51995A341BCFF36B30
"Camellia - Quicksand by Jabob, Narwhal, & Jez","Jabob, Narwhal, & Jez",Expert+,Ranked,"1,326","2,085",10.66,"2,345",260,482.79,,,,,,,A4DC5CE503BE7D3E42DD9F51995A341BCFF36B30
t+pazolite - Chapter 99: Afterword by Emilia,Emilia,Easy,Ranked,512,"7,349",0.78,107,188,36.43,!bsr 15f74,0,30,14,1.764,1770.0,5E51E3CAC6B1DC3376F776F6E6B961B754FF9CC4
t+pazolite - Chapter 99: Afterword by Emilia,Emilia,Normal,Ranked,492,"7,349",0.98,149,188,45.78,!bsr 15f74,4,27,15,2.457,1770.0,5E51E3CAC6B1DC3376F776F6E6B961B754FF9CC4
t+pazolite - Chapter 99: Afterword by Emilia,Emilia,Hard,Ranked,760,"7,349",1.19,182,188,55.58,!bsr 15f74,6,26,16,3.001,1770.0,5E51E3CAC6B1DC3376F776F6E6B961B754FF9CC4
t+pazolite - Chapter 99: Afterword by Emilia,Emilia,Expert,Ranked,"1,795","7,349",3.93,282,188,181.97,!bsr 15f74,0,18,18,4.65,1770.0,5E51E3CAC6B1DC3376F776F6E6B961B754FF9CC4
t+pazolite - Chapter 99: Afterword by Emilia,Emilia,Expert+,Ranked,"3,790","7,349",6.17,417,188,283.27,!bsr 15f74,0,17,20,6.876,1770.0,5E51E3CAC6B1DC3376F776F6E6B961B754FF9CC4
Warak - REANIMATE by epicmoo34 & TheWildDash,epicmoo34 & TheWildDash,Easy,Ranked,473,"5,809",1.31,349,174,60.94,,,,,,,247E7CD970F32FAFD9A14DE4904EE20EF19EA745
Warak - REANIMATE by epicmoo34 & TheWildDash,epicmoo34 & TheWildDash,Normal,Ranked,730,"5,809",1.99,531,174,92.12,,,,,,,247E7CD970F32FAFD9A14DE4904EE20EF19EA745
Warak - REANIMATE by epicmoo34 & TheWildDash,epicmoo34 & TheWildDash,Hard,Ranked,882,"5,809",3.84,842,174,175.02,,,,,,,247E7CD970F32FAFD9A14DE4904EE20EF19EA745
Warak - REANIMATE by epicmoo34 & TheWildDash,epicmoo34 & TheWildDash,Expert,Ranked,952,"5,809",7.18,993,174,327.38,,,,,,,247E7CD970F32FAFD9A14DE4904EE20EF19EA745
Warak - REANIMATE by epicmoo34 & TheWildDash,epicmoo34 & TheWildDash,Expert+,Ranked,"2,772","5,809",7.38,"1,028",174,337.22,,,,,,,247E7CD970F32FAFD9A14DE4904EE20EF19EA745
Marnik - Up & Down by cat_using_a_toaster,cat_using_a_toaster,Hard,Ranked,848,"4,045",2.35,532,138,108.84,!bsr 162e4,12,8,15,3.325,4640.0,12E3EC0E91CF5956ED61CD0C5BE4E484801F9618
Marnik - Up & Down by cat_using_a_toaster,cat_using_a_toaster,Expert,Ranked,961,"4,045",4.06,733,138,187.30,!bsr 162e4,12,8,18,4.581,4640.0,12E3EC0E91CF5956ED61CD0C5BE4E484801F9618
Marnik - Up & Down by cat_using_a_toaster,cat_using_a_toaster,Expert+,Ranked,"2,236","4,045",7.09,"1,121",138,323.62,!bsr 162e4,12,8,21,7.006,4640.0,12E3EC0E91CF5956ED61CD0C5BE4E484801F9618
Porter Robinson - The State by Pekini Pei,Pekini Pei,Hard,Ranked,264,"2,782",2,537,140,92.41,!bsr 16569,8,72,0,17.76,3.896,72DBA0161F7C741D2B359E3F27763D09F734F2E9
Porter Robinson - The State by Pekini Pei,Pekini Pei,Expert,Ranked,498,"2,782",2.77,643,140,128.06,!bsr 16569,14,72,0,17.76,4.465,72DBA0161F7C741D2B359E3F27763D09F734F2E9
Porter Robinson - The State by Pekini Pei,Pekini Pei,Expert+,Ranked,"2,020","2,782",6.25,786,140,287.40,!bsr 16569,14,62,0,17.76,5.785,72DBA0161F7C741D2B359E3F27763D09F734F2E9
Schwank - Get Gamered Up by Jabob,Jabob,Expert+,Ranked,945,945,9.56,"2,587",210,431.49,!bsr 187b1,28,141,22,7.143,8180.0,B94B33AED0F52CC54580396647B5B999E60583EB
himmel - Primum Mobile by EpicTroller & waika,EpicTroller & waika,Normal,Ranked,431,"3,329",2.94,467,175,136.42,,,,,,,F0C88FF23C027F687928CEDAA6EF6889B3B2E855
himmel - Primum Mobile by EpicTroller & waika,EpicTroller & waika,Hard,Ranked,806,"3,329",4.47,708,175,205.97,,,,,,,F0C88FF23C027F687928CEDAA6EF6889B3B2E855
himmel - Primum Mobile by EpicTroller & waika,EpicTroller & waika,Expert,Ranked,958,"3,329",8.17,864,175,370.66,,,,,,,F0C88FF23C027F687928CEDAA6EF6889B3B2E855
himmel - Primum Mobile by EpicTroller & waika,EpicTroller & waika,Expert+,Ranked,"1,134","3,329",8.68,"1,002",175,393.42,,,,,,,F0C88FF23C027F687928CEDAA6EF6889B3B2E855
RIOT - Jungle Fury by nolan121405,nolan121405,Expert,Ranked,688,"1,766",3.21,"1,110",145,147.62,,,,,,,91D7A2BD6068A7E647492195C5A2A074796EE801
RIOT - Jungle Fury by nolan121405,nolan121405,Expert+,Ranked,"1,078","1,766",7.96,"1,645",145,362.45,,,,,,,91D7A2BD6068A7E647492195C5A2A074796EE801
you - Melancholia by abcbadq,abcbadq,Expert+,Ranked,922,922,10.2,"2,508",225,461.13,,,,,,,0F78A1408C91134E3B309E0BBA16B5AE914596F1
Juggernaut. - Xeon by abcbadq,abcbadq,Expert+,Ranked,298,298,10.43,"2,602",160,469.76,,,,,,,F7FC9D344C177AAA0D082D66FFA50B383057F56B
Snails & Pegboard Nerds - Deep in the Night by scoop,scoop,Expert+,Ranked,"1,242","1,242",8.84,"2,169",175,402.09,!bsr 1667f,31,61,21,9.414,8700.0,6A6D548E2F809A323CEF284F338567480AAEEE9F
Camellia - AttraqtiA by That_Narwhal,That_Narwhal,Easy,Ranked,329,"4,030",1.56,351,202,72.81,,,,,,,651F82B3849E4E37F7CFDDCD9209A4E506B2982E
Camellia - AttraqtiA by That_Narwhal,That_Narwhal,Normal,Ranked,411,"4,030",2.38,515,202,110.81,,,,,,,651F82B3849E4E37F7CFDDCD9209A4E506B2982E
Camellia - AttraqtiA by That_Narwhal,That_Narwhal,Hard,Ranked,658,"4,030",3.45,731,202,159.67,,,,,,,651F82B3849E4E37F7CFDDCD9209A4E506B2982E
Camellia - AttraqtiA by That_Narwhal,That_Narwhal,Expert,Ranked,"1,166","4,030",4.58,969,202,209.75,,,,,,,651F82B3849E4E37F7CFDDCD9209A4E506B2982E
Camellia - AttraqtiA by That_Narwhal,That_Narwhal,Expert+,Ranked,"1,466","4,030",9.25,"1,414",202,420.63,,,,,,,651F82B3849E4E37F7CFDDCD9209A4E506B2982E
GHOST DATA - Beyond Eternity by Timbo,Timbo,Easy,Ranked,337,"3,557",1.92,592,180,88.95,!bsr 167a5,0,0,0,16,0,3751435792BEBC3901CF09ECFE434C095A6D81C1
GHOST DATA - Beyond Eternity by Timbo,Timbo,Normal,Ranked,615,"3,557",2.92,896,180,134.64,!bsr 167a5,81,583,16,4.2,7370.0,3751435792BEBC3901CF09ECFE434C095A6D81C1
GHOST DATA - Beyond Eternity by Timbo,Timbo,Hard,Ranked,827,"3,557",6.54,"1,431",180,298.64,!bsr 167a5,30,330,18,6.708,7370.0,3751435792BEBC3901CF09ECFE434C095A6D81C1
GHOST DATA - Beyond Eternity by Timbo,Timbo,Expert,Ranked,961,"3,557",7.4,"1,587",180,337.50,!bsr 167a5,38,323,19,7.439,7370.0,3751435792BEBC3901CF09ECFE434C095A6D81C1
GHOST DATA - Beyond Eternity by Timbo,Timbo,Expert+,Ranked,817,"3,557",8.57,"1,730",180,387.88,!bsr 167a5,551,312,0,21,7.564,3751435792BEBC3901CF09ECFE434C095A6D81C1
Massive New Krew - Memento Mori by abcbadq,abcbadq,Hard,Ranked,885,"2,940",3.63,804,220,168.13,,,,,,,D1F62A2CC48925B51C0EAFC9B7C813573E7CFADA
Massive New Krew - Memento Mori by abcbadq,abcbadq,Expert,Ranked,"1,656","2,940",8.81,"1,398",220,400.78,,,,,,,D1F62A2CC48925B51C0EAFC9B7C813573E7CFADA
Massive New Krew - Memento Mori by abcbadq,abcbadq,Expert+,Ranked,399,"2,940",10.31,"1,553",220,463.50,,,,,,,D1F62A2CC48925B51C0EAFC9B7C813573E7CFADA
SUPER STAR -MITSURU- - She is my wife by miitchel & Mystikmol,miitchel & Mystikmol,Easy,Ranked,271,"3,691",1.28,246,170,59.29,!bsr 16683,0,13,15,2.238,785,8F10B2BE69553767C075EBACE4A03EF8C9AB53BD
SUPER STAR -MITSURU- - She is my wife by miitchel & Mystikmol,miitchel & Mystikmol,Normal,Ranked,257,"3,691",1.96,341,170,91.06,!bsr 16683,0,38,16,3.102,785,8F10B2BE69553767C075EBACE4A03EF8C9AB53BD
SUPER STAR -MITSURU- - She is my wife by miitchel & Mystikmol,miitchel & Mystikmol,Hard,Ranked,390,"3,691",3.25,444,170,150.60,!bsr 16683,0,0,18,4.039,785,8F10B2BE69553767C075EBACE4A03EF8C9AB53BD
SUPER STAR -MITSURU- - She is my wife by miitchel & Mystikmol,miitchel & Mystikmol,Expert,Ranked,808,"3,691",3.66,506,170,169.39,!bsr 16683,0,1,18,4.602,785,8F10B2BE69553767C075EBACE4A03EF8C9AB53BD
SUPER STAR -MITSURU- - She is my wife by miitchel & Mystikmol,miitchel & Mystikmol,Expert+,Ranked,"1,965","3,691",7.46,731,170,341.07,!bsr 16683,0,53,20,6.649,814,8F10B2BE69553767C075EBACE4A03EF8C9AB53BD
Kobaryo - Start of the Determination by xScaramouche,xScaramouche,Hard,Ranked,690,"3,996",3.09,683,200,142.16,!bsr 1313f,8,180,17,4.065,5350.0,BE3CA6ECEC35ADFD4BB4A2A548F302141B100E06
Kobaryo - Start of the Determination by xScaramouche,xScaramouche,Expert,Ranked,"1,353","3,996",4.43,900,200,202.93,!bsr 1313f,20,203,18,5.357,5350.0,BE3CA6ECEC35ADFD4BB4A2A548F302141B100E06
Kobaryo - Start of the Determination by xScaramouche,xScaramouche,Expert+,Ranked,"1,953","3,996",8.66,"1,278",200,392.72,!bsr 1313f,24,230,21,7.607,5350.0,BE3CA6ECEC35ADFD4BB4A2A548F302141B100E06
CheezItsAreYummy - iNSaNiTY by Hikari,Hikari,Expert,Ranked,"2,234","2,234",4.36,672,107,202.13,,,,,,,7F121228B582F5A32381576D27F528367C69422D
Foxes - Echo by abcbadq,abcbadq,Expert+,Ranked,"1,212","1,212",8.72,"1,976",250,396.88,,,,,,,A2CF9B16427E8E764133D93A004869EC07F6748B
Kobaryo - Invisible Frenzy by DirtSquirrel,DirtSquirrel,Expert+,Ranked,539,539,11.2,"3,333",297,504.86,!bsr 1496b,117,383,22,11.695,12600.0,9A8581460386E3D3CCA3BA62EE4BD621C131980C
Schwank - Spectral by Jabob,Jabob,Easy,Ranked,238,"3,614",0.89,177,155,41.51,!bsr 14af8,12,227,13.5,1.178,1960.0,1CDCCEEC6F4710A7ED10C7385BA71FEEED41A566
Schwank - Spectral by Jabob,Jabob,Normal,Ranked,192,"3,614",1.11,282,155,51.99,!bsr 14af8,12,227,15,1.878,1960.0,1CDCCEEC6F4710A7ED10C7385BA71FEEED41A566
Schwank - Spectral by Jabob,Jabob,Hard,Ranked,295,"3,615",1.7,514,155,79.10,!bsr 14af8,12,226,16,3.422,1960.0,1CDCCEEC6F4710A7ED10C7385BA71FEEED41A566
Schwank - Spectral by Jabob,Jabob,Expert,Ranked,804,"3,615",4.06,664,155,188.26,!bsr 14af8,12,226,17,4.421,1960.0,1CDCCEEC6F4710A7ED10C7385BA71FEEED41A566
Schwank - Spectral by Jabob,Jabob,Expert+,Ranked,"2,086","3,615",7.71,782,155,352.31,!bsr 14af8,12,222,19.5,5.207,1960.0,1CDCCEEC6F4710A7ED10C7385BA71FEEED41A566
Sullivan King - The Glock by Tseska,Tseska,Expert,Ranked,396,859,3.8,884,160,173.21,!bsr 15512,6,13,18,4.901,2029.9999999999998,2DC3F6DD835321190979FB6BF9D577D72E1902B3
Sullivan King - The Glock by Tseska,Tseska,Expert+,Ranked,463,859,9.52,"1,133",160,429.86,!bsr 15512,6,0,20,6.281,1260.0,2DC3F6DD835321190979FB6BF9D577D72E1902B3
Edelritter - Ringed Genesis by That_Narwhal,That_Narwhal,Easy,Ranked,277,"5,367",1.14,206,160,52.91,,,,,,,39EA1C7F8ECF7F927E2ACD072378BC08C94F230A
Edelritter - Ringed Genesis by That_Narwhal,That_Narwhal,Normal,Ranked,364,"5,367",1.87,380,160,86.83,,,,,,,39EA1C7F8ECF7F927E2ACD072378BC08C94F230A
Edelritter - Ringed Genesis by That_Narwhal,That_Narwhal,Hard,Ranked,638,"5,367",3.12,569,160,143.51,,,,,,,39EA1C7F8ECF7F927E2ACD072378BC08C94F230A
Edelritter - Ringed Genesis by That_Narwhal,That_Narwhal,Expert,Ranked,"1,482","5,367",5.29,747,160,242.85,,,,,,,39EA1C7F8ECF7F927E2ACD072378BC08C94F230A
Edelritter - Ringed Genesis by That_Narwhal,That_Narwhal,Expert+,Ranked,"2,606","5,367",8.47,870,160,386.05,,,,,,,39EA1C7F8ECF7F927E2ACD072378BC08C94F230A
DJ FGT - Dungeon Swing by MuscleMania,MuscleMania,Easy,Ranked,136,"2,379",1.11,334,240,51.92,,,,,,,82CA68301C9D1B346A5A4A40D647E1A8E7CB9325
DJ FGT - Dungeon Swing by MuscleMania,MuscleMania,Normal,Ranked,111,"2,379",1.35,446,240,62.73,,,,,,,82CA68301C9D1B346A5A4A40D647E1A8E7CB9325
DJ FGT - Dungeon Swing by MuscleMania,MuscleMania,Hard,Ranked,186,"2,379",1.96,695,240,91.42,,,,,,,82CA68301C9D1B346A5A4A40D647E1A8E7CB9325
DJ FGT - Dungeon Swing by MuscleMania,MuscleMania,Expert,Ranked,381,"2,379",3.06,"1,049",240,142.01,,,,,,,82CA68301C9D1B346A5A4A40D647E1A8E7CB9325
DJ FGT - Dungeon Swing by MuscleMania,MuscleMania,Expert+,Ranked,"1,565","2,379",6.25,"1,321",240,288.27,,,,,,,82CA68301C9D1B346A5A4A40D647E1A8E7CB9325
INTERSECTION - Falling by nolan121405,nolan121405,Easy,Ranked,270,"3,813",1.74,429,140,81.23,,,,,,,19AF73336A1C2FE788FF3DF0D93DB6E0BEAA0640
INTERSECTION - Falling by nolan121405,nolan121405,Normal,Ranked,199,"3,813",2.15,551,140,100.38,,,,,,,19AF73336A1C2FE788FF3DF0D93DB6E0BEAA0640
INTERSECTION - Falling by nolan121405,nolan121405,Hard,Ranked,290,"3,813",2.69,694,140,124.90,,,,,,,19AF73336A1C2FE788FF3DF0D93DB6E0BEAA0640
INTERSECTION - Falling by nolan121405,nolan121405,Expert,Ranked,473,"3,813",3.83,828,140,176.76,,,,,,,19AF73336A1C2FE788FF3DF0D93DB6E0BEAA0640
