Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
Skies of Arcadia OST - Armada by RinkuSenpai,RinkuSenpai,Normal,Ranked,841,841,1.42,148,166,65.92,!bsr 89b,0,0,10,1.534,451,A79E0B6CBDF1FA11473802188C1D70EA4AC5BF0E
 - Astrogazer - D.J Totto by D.J Totto,D.J Totto,Normal,Ranked,750,"2,021",1.39,291,154,64.26,!bsr 22a,0,3,10,3.012,282,7F123B09A16FF0BDCE6B0B9182CD89C46B936A5F
 - Astrogazer - D.J Totto by D.J Totto,D.J Totto,Easy,Ranked,503,"2,021",0.73,164,154,33.93,!bsr 22a,0,0,10,1.697,102,7F123B09A16FF0BDCE6B0B9182CD89C46B936A5F
 - The Nights by Avicii,Avicii,Normal,Ranked,"32,689","167,163",0.92,204,126,42.11,!bsr 462,4,14,10,1.207,704,2C002D2874E029DB43F3C7CF9BB271AE0D769B74
Ft. Skrillex and Kill The Noise - Narcissistic Cannibal by Korn,Korn,Expert,Ranked,"6,259","14,364",2.02,723,174,92.22,,,,,,,FFB7514DA1F7E0399B07EBE60CF7AB18EA3BFC8B
Ft. Skrillex and Kill The Noise - Narcissistic Cannibal by Korn,Korn,Hard,Ranked,"5,110","14,364",1.25,591,174,57.14,,,,,,,FFB7514DA1F7E0399B07EBE60CF7AB18EA3BFC8B
 - Cryosleep by Machinae Supremacy,Machinae Supremacy,Easy,Ranked,532,937,1.21,182,137,56.18,!bsr 301,10,56,10,1.891,53,6D3890AA6C534167332BFC098A0084F6FDD8E250
Electric Swing Circus - Golden Hour by squeaksies,squeaksies,Expert,Ranked,"5,775","5,775",2.61,610,186,118.81,!bsr d61,22,85,10,3.701,1000.0,CE72041935118A3271971239D59D6DFE5DEDDD41
Dean Fujioka - History Maker by Awfulnaut,Awfulnaut,Normal,Ranked,"2,838","14,158",1.77,513,201,82.00,!bsr 58e,12,27,10,2.836,1150.0,998F9B0A3E8B85AD697E8A7AA2C8B7D1F70936CE
Kygo & Kyla La Grange - Cut Your Teeth by Freeek,Freeek,Easy,Ranked,"1,041","12,284",0.45,305,100,21.15,!bsr 216,0,28,10,1.514,1040.0,E1176B97EE4786F0CDFACB8770AD2B4ABDDEAF02
Kygo & Kyla La Grange - Cut Your Teeth by Freeek,Freeek,Hard,Ranked,"3,122","12,284",1.37,434,100,63.27,!bsr 216,0,41,10,2.154,1040.0,E1176B97EE4786F0CDFACB8770AD2B4ABDDEAF02
Kygo & Kyla La Grange - Cut Your Teeth by Freeek,Freeek,Normal,Ranked,"1,666","12,284",0.61,387,100,28.48,!bsr 216,0,28,10,1.921,1040.0,E1176B97EE4786F0CDFACB8770AD2B4ABDDEAF02
isqa - sleepparalysis////////////// by Kry,Kry,Expert+,Ranked,"2,593","2,593",3.35,475,174,148.80,,,,,,,65F78118110793E75B81422D01E67B0C7623CFF1
AC/DC - Back in Black by Freeek,Freeek,Easy,Ranked,"14,104","133,986",0.51,450,95,23.78,!bsr 9d7,0,31,10,1.947,1250.0,8AF82A87167070A08EC63DBA0459C829C2954067
AC/DC - Back in Black by Freeek,Freeek,Normal,Ranked,"29,371","133,986",1.12,563,95,52.34,!bsr 9d7,0,47,10,2.436,1250.0,8AF82A87167070A08EC63DBA0459C829C2954067
Prototyperaptor - EC2 - Still Waiting by Rustic,Rustic,Hard,Ranked,"3,736","17,057",1.18,604,125,55.01,!bsr acf,0,19,10,2.192,2540.0,32AE684F553E7FA90D1E5325BD54581C0AFD37FA
Prototyperaptor - EC2 - Still Waiting by Rustic,Rustic,Expert,Ranked,"13,321","17,057",1.99,902,125,92.15,!bsr acf,0,35,11,3.274,2540.0,32AE684F553E7FA90D1E5325BD54581C0AFD37FA
 - Way Back by Vicetone ft. Cozi Zuehlsdorff,Vicetone ft. Cozi Zuehlsdorff,Hard,Ranked,"1,487","4,202",1.43,572,108,66.56,!bsr 2fe,0,14,10,2.805,368,D5AF11F4C5CAED00D68CD030FE9E269B0D12EFF0
 - Way Back by Vicetone ft. Cozi Zuehlsdorff,Vicetone ft. Cozi Zuehlsdorff,Normal,Ranked,833,"4,202",0.91,356,108,42.28,!bsr 2fe,0,13,10,1.746,368,D5AF11F4C5CAED00D68CD030FE9E269B0D12EFF0
(feat. Omri Loved Cela) - Final Dream by Jay Tholen,Jay Tholen,Hard,Ranked,"1,032","1,032",2.14,284,200,99.42,,,,,,,EF5917D63EC08BEE22E45602F70FE86FFD6F7A90
Europe - The Final Countdown by Reborn,Reborn,Normal,Ranked,"17,819","68,682",0.96,722,117,44.61,!bsr 9c9,0,82,10,2.497,1760.0,5973AA025C3835D6C23E5153D688E9DB9E8F3B56
Chart by Mystikmol - Everlasting Message by Penoreri,Penoreri,Expert,Ranked,"3,932","7,813",4.65,936,230,207.78,!bsr d95,0,0,17,8.072,1060.0,2AD4E086C43A343D9DCDADBE3E7822095109B5E9
Persona 5 OST - Life Will Change by Shoji Meguro,Shoji Meguro,Expert,Ranked,"19,333","32,444",2.69,976,132,123.48,!bsr 17d,0,0,10,4.025,1630.0,532D6987004E927B5B54ED2AFC9EFC20C5970D51
Persona 5 OST - Life Will Change by Shoji Meguro,Shoji Meguro,Hard,Ranked,"13,111","32,444",1.93,636,132,89.45,!bsr 17d,0,0,10,2.623,1630.0,532D6987004E927B5B54ED2AFC9EFC20C5970D51
(Charted by M.Rappold) - BTH 2 - Stars by Mark Own - Matrix & Futurebound Remix,Mark Own - Matrix & Futurebound Remix,Hard,Ranked,551,"3,127",1.83,352,174,84.75,,,,,,,5E439FC5CF3FC37E6EF5D5D2A7ACF68AFDDAE93D
 - Pandora by MDK,MDK,Hard,Ranked,525,995,1.24,427,100,57.21,!bsr 76a,2,60,10,1.719,647,00CCD52A38D10E367D78402270182EBD21D43F85
Harold van Lennep - Liberation by Awfulnaut,Awfulnaut,Expert+,Ranked,"7,175","7,175",2.64,668,200,120.79,!bsr 8c1,23,0,10,4.154,1320.0,E95E6B02DA5D37AF7864637DCA17E1B0D40DBBDB
"Chart by Mystikmol - Blastix Riotz by Camellia as ""Bang Riot""","Camellia as ""Bang Riot""",Normal,Ranked,"1,639","4,237",1.45,384,256,66.90,!bsr 4bb,0,2,10,3.085,448,28D084533B3F69ACB53E611EA383C026A87154AB
Approaching Nirvana - Rainbow Notes by Rustic,Rustic,Expert,Ranked,"8,138","10,483",2.45,667,128,112.79,!bsr 256,0,36,11,3.445,1900.0,3ED159A3439F52A1CBA7DE0E40FABFD9DC37BBDA
Approaching Nirvana - Rainbow Notes by Rustic,Rustic,Hard,Ranked,"2,345","10,483",1.38,439,128,64.24,!bsr 256,0,28,10,2.262,1900.0,3ED159A3439F52A1CBA7DE0E40FABFD9DC37BBDA
Mitchie M  - Future Overture (Short ver.18) by Dr_Marc,Dr_Marc,Normal,Ranked,"1,225","2,485",0.72,124,150,33.32,!bsr 323,0,11,10,2.696,82,F4E319DB2C4EF676A3E6C79CA9383F1C836CEF0E
 - Magika by Thomas Bergersen,Thomas Bergersen,Hard,Ranked,717,"1,317",1.39,257,89,63.60,!bsr 74d,2,5,10,2.306,219,634B02591DE26875948B70BDC502F74C71C2EF35
by µ's - Snow Halation by Todokete,Todokete,Expert,Ranked,"7,162","14,540",2.24,785,173,102.67,,,,,,,AFF9AEDB62CC789EF43AFB5B69DD9310907970D6
(Charted by M.Rappold) - BTH 4 - Countdown To Destination by Manuel,Manuel,Expert+,Ranked,"2,040","2,040",2.65,514,154,121.67,!bsr 7cd,0,15,9.5,4.784,573,32D46D0837122896708C152A5E66215E496570BD
M83 - Midnight City by BennyDaBeast,BennyDaBeast,Hard,Ranked,"47,521","177,549",1.28,367,105,59.77,!bsr 636,12,8,109,10,1.872,FBD8B9338BFFB98555A10C69887234FAC959D83D
M83 - Midnight City by BennyDaBeast,BennyDaBeast,Expert+,Ranked,"41,732","177,549",3.08,931,105,140.38,!bsr 636,,,,,,FBD8B9338BFFB98555A10C69887234FAC959D83D
M83 - Midnight City by BennyDaBeast,BennyDaBeast,Expert,Ranked,"58,205","177,549",1.96,634,105,89.95,!bsr 636,12,8,10,3.251,396,FBD8B9338BFFB98555A10C69887234FAC959D83D
M83 - Midnight City by BennyDaBeast,BennyDaBeast,Normal,Ranked,"30,091","177,549",1.14,332,105,53.19,!bsr 636,,,,,,FBD8B9338BFFB98555A10C69887234FAC959D83D
John Powell - Test Drive by Stumi,Stumi,Normal,Ranked,"2,974","15,607",1.65,332,111,76.43,!bsr 1500,0,68,10,2.267,771,40B2D900D8301AB15DF8043CDCE8FD2686AFFF4F
BTS - Fake Love by BennyDaBeast,BennyDaBeast,Expert,Ranked,"25,614","43,790",2.76,908,78,125.21,,,,,,,865989367D940D9964CC158CAC54768676176EA4
BTS - Fake Love by BennyDaBeast,BennyDaBeast,Hard,Ranked,"18,176","43,790",1.78,584,78,81.18,,,,,,,865989367D940D9964CC158CAC54768676176EA4
Chart by Mystikmol - iLLness LiLin  by Kaneko Chiharu,Kaneko Chiharu,Expert,Ranked,"4,380","11,205",5.26,963,280,236.38,!bsr 126c,4,2,18,8.227,3020.0,0BFAB2B62C6D7EA1C3587C48EFD1A0EEC365D983
Chart by Mystikmol - iLLness LiLin  by Kaneko Chiharu,Kaneko Chiharu,Normal,Ranked,"1,677","11,205",1.18,177,280,54.70,!bsr 126c,0,9,12,1.518,3020.0,0BFAB2B62C6D7EA1C3587C48EFD1A0EEC365D983
Chart by Mystikmol - iLLness LiLin  by Kaneko Chiharu,Kaneko Chiharu,Hard,Ranked,"4,146","11,205",2.77,663,280,125.48,!bsr 126c,4,0,12,5.653,3020.0,0BFAB2B62C6D7EA1C3587C48EFD1A0EEC365D983
 - Wasted Love by Lush & Simon & Gazzo,Lush & Simon & Gazzo,Expert,Ranked,"1,116","1,116",2.16,583,184,96.50,!bsr 38c,14,24,10,3.211,613,74406BAFE182AFECCEEC46CB0CD3C32B2629B639
OneRepublic - Love Runs Out by Radle_jr,Radle_jr,Easy,Ranked,953,"4,814",0.77,440,120,35.63,!bsr 426,0,101,10,2.028,2340.0,FD77126F3ED9900A045A3625C36E2AAD4C1F4C3E
 - Gillette by Dr.Disrespect,Dr.Disrespect,Expert,Ranked,"18,087","18,087",1.57,258,120,72.39,!bsr 1a9,0,54,10,2.345,269,528EC747C2716A78496C870CAEED5A2C757CA217
YUC'e - Future Candy by Saut,Saut,Expert+,Ranked,"4,618","4,618",5.85,"1,170",180,262.23,!bsr 13cd,0,95,14,6.382,3380.0,81D9E735CF005F93BC6064A963FE49B4C1BEEF62
Kevin Penkin - First Layer by Bakuenjin,Bakuenjin,Expert,Ranked,"1,905","1,905",1.61,268,85,74.44,!bsr 54a,0,0,10,2.434,315,DF2039F7F39CB39459C984C88D713F0F1691B330
 - Blue Zenith by xi,xi,Expert+,Ranked,"4,707","4,707",7.05,"2,560",200,318.48,!bsr 468e,12,139,18,11.106,7880.0,D3A0DE31EBE3B61D3328D03A0E82C4152A9BE5A8
(Charted by M.Rappold) - BTH 4 - So Fabulous!! by Ryu* & Dai,Ryu* & Dai,Expert+,Ranked,"5,540","5,540",3.22,603,149,147.61,!bsr 7cd,0,15,9.5,4.784,573,F731E5AD48E6C938371039C9C7F84AF6AA6D9B5C
Major Lazer feat. Nyla & Fuse ODG - Light It Up by brhkim,brhkim,Hard,Ranked,"4,829","14,786",2.05,513,108,90.03,,,,,,,BB84A61400AE0F83A75E7FE6D887D5B0FC3569B1
(Charted by M.Rappold) - BTH 3 - Firestorm by ETIA.,ETIA.,Expert+,Ranked,"3,131","3,131",2.97,552,177,132.73,!bsr 620,10,0,10,5.028,591,89BEC7DB9DF79519652BE2E63C3C40A35FD27205
BJJ - Get Down by Nut3z,Nut3z,Expert,Ranked,808,"1,553",2.33,404,111,103.94,!bsr 653,8,15,10,3.826,79,BE2F9049C1AF90024D84E45A253BD93CCF61F1D9
BJJ - Get Down by Nut3z,Nut3z,Hard,Ranked,420,"1,553",1.83,289,111,82.61,!bsr 653,5,15,10,2.751,79,BE2F9049C1AF90024D84E45A253BD93CCF61F1D9
BJJ - Get Down by Nut3z,Nut3z,Normal,Ranked,325,"1,553",1.24,181,111,57.44,!bsr 653,0,15,10,1.749,79,BE2F9049C1AF90024D84E45A253BD93CCF61F1D9
Pendulum - Witchcraft by Freeek,Freeek,Hard,Ranked,"15,605","40,976",1.75,422,87,80.58,!bsr 233,13,71,10,3.642,2280.0,794382D60291A704D6EA8FF43F9E0D6ADE99DB65
Pendulum - Witchcraft by Freeek,Freeek,Normal,Ranked,"7,166","40,976",0.69,322,87,31.99,!bsr 233,0,76,10,2.779,2280.0,794382D60291A704D6EA8FF43F9E0D6ADE99DB65
Pendulum - Witchcraft by Freeek,Freeek,Easy,Ranked,"2,568","40,976",0.41,214,87,19.35,!bsr 233,0,69,10,1.847,2280.0,794382D60291A704D6EA8FF43F9E0D6ADE99DB65
(Charted by M.Rappold - BTH2 - All I Know by Matrix & Futurebound ft. Luke Bingham,Matrix & Futurebound ft. Luke Bingham,Expert+,Ranked,"2,826","2,826",2.85,814,174,131.16,,,,,,,16A142EEF2298A561AC9A2914680804C0022F1C5
prototyperaptor - Awe (One Saber) by Rustic,Rustic,Hard,Ranked,"1,547","4,650",1.19,411,128,55.24,!bsr 282,0,25,10,1.827,2000.0,397F4485345E33CC0CA1212425C19274EC855740
prototyperaptor - Awe (One Saber) by Rustic,Rustic,Expert,Ranked,"3,103","4,650",2.14,650,128,97.69,!bsr 282,0,36,10,2.889,2000.0,397F4485345E33CC0CA1212425C19274EC855740
Sawano Hiroyuki - aLIEz by Bakuenjin,Bakuenjin,Expert,Ranked,"9,151","9,151",2.23,348,99,102.95,!bsr 5b0,0,36,10,3.594,499,AA0A150D83B499C8BECC3BEDA1C17AC4D9D97D40
 - Boomerang by Smash Into Pieces,Smash Into Pieces,Hard,Ranked,"1,374","3,206",1.47,386,83,66.10,!bsr 50e,8,41,10,2.34,460,B18C86ACE7415D27D48162A7EAFEF40F03A1869D
Kobaryo - Tool-Assisted Speedcore by Kry,Kry,Expert+,Ranked,"2,755","2,755",7.03,"2,061",100,314.94,!bsr 5c81,16,60,24,8.272,2620.0,2920185B3EC35535E46E990980607F5C33547317
Eptic - Underworld by killthealias,killthealias,Expert,Ranked,"1,947","1,947",1.79,284,150,82.17,,,,,,,A9E6B0C1942C89ECDFD3D0F6162CCB68BC04CE28
Daft Punk - Face to face by CXZman,CXZman,Normal,Ranked,"5,405","26,903",1.42,458,118,65.67,!bsr 3b0,0,0,10,1.944,2210.0,8BA8BC2465C017C7643ECC645263F03BCCFAFA64
Izumi Akazawa (CV. Madoka Yonezawa) - Responsibility Response by RinkuSenpai,RinkuSenpai,Expert,Ranked,"5,778","5,778",3.37,"1,100",202,154.92,,,,,,,6FFE3B4B9506C77BEAA335E9D3841C77FDAC070D
(Charted by M.Rappold) - BTH 3 - Stay Awake by Ellie Goulding (kors k Hardcore Bootleg),Ellie Goulding (kors k Hardcore Bootleg),Expert,Ranked,"2,301","2,301",2.24,431,170,103.38,!bsr 620,,,,,,BA7C94243BF8F07799E95E09B4A4C26598C1892C
GYZE feat. Ettore Rigotti - HONESTY by Hexagonial (V2),Hexagonial (V2),Expert+,Ranked,"6,615","10,379",6.88,"2,822",185,311.37,,,,,,,B758BA486DDD190D87EF5C87525FB1286E36E52B
GYZE feat. Ettore Rigotti - HONESTY by Hexagonial (V2),Hexagonial (V2),Expert,Ranked,"3,764","10,379",5.3,"2,438",185,242.25,,,,,,,B758BA486DDD190D87EF5C87525FB1286E36E52B
Feat. Gl!tch - Click Bait by DJ S3RL,DJ S3RL,Normal,Ranked,"7,421","54,932",1.69,614,175,78.32,,,,,,,0167975F8788AFBBC7D27B4C939395660C1DE854
Feat. Gl!tch - Click Bait by DJ S3RL,DJ S3RL,Expert,Ranked,"32,214","54,932",3.49,"1,060",175,161.12,,,,,,,0167975F8788AFBBC7D27B4C939395660C1DE854
Feat. Gl!tch - Click Bait by DJ S3RL,DJ S3RL,Hard,Ranked,"15,297","54,932",2.8,772,175,129.72,,,,,,,0167975F8788AFBBC7D27B4C939395660C1DE854
(Charted by M.Rappold) - BTH2 - Stars by Mark Own - Matrix & Futurebound Remix,Mark Own - Matrix & Futurebound Remix,Expert,Ranked,"2,576","3,127",2.95,604,174,135.69,,,,,,,5E439FC5CF3FC37E6EF5D5D2A7ACF68AFDDAE93D
Yuuki Asuna (CV: Tomatsu Haruka)  - Courage by Joetastic,Joetastic,Expert,Ranked,"14,165","14,165",3.89,"1,325",196,178.39,!bsr 2711,0,10,16,5.431,1380.0,D2E8521CED63CD513B70E91CD23394FCA0045842
 - Doomsday - Nero by Logomik,Logomik,Hard,Ranked,"18,261","58,879",1.28,239,120,59.54,,,,,,,E39D28AABE102E2681C231FBFD884CC15ABFE8D3
 - Doomsday - Nero by Logomik,Logomik,Normal,Ranked,"7,878","58,879",0.97,167,120,45.39,,,,,,,E39D28AABE102E2681C231FBFD884CC15ABFE8D3
 - Doomsday - Nero by Logomik,Logomik,Easy,Ranked,"3,196","58,879",0.81,98,120,37.72,,,,,,,E39D28AABE102E2681C231FBFD884CC15ABFE8D3
(Original) - Space Smasher by Brett Kettler,Brett Kettler,Normal,Ranked,648,648,1.48,323,124,68.59,,,,,,,0A5F887D9ADEC49122BE302AC01D9E29296DE7CA
SIAMÉS - The Wolf by Elektrospy,Elektrospy,Normal,Ranked,"8,147","8,147",1.66,425,96,76.61,,,,,,,5D1464476AFA2CAE02879B1BA8DF477BCF4E74B6
Clean Bandit - Symphony by GreatNate,GreatNate,Hard,Ranked,"3,219","7,177",1.15,287,123,53.68,!bsr 392,0,8,10,2.068,436,3B6E21A491136A4598B1D2FE12BA99637733A75B
HyperJuice - City Lights (Pa's Lam System Remix) by Saut,Saut,Expert+,Ranked,"5,414","5,414",4.42,859,145,195.32,!bsr 1211,12,72,16,5.358,1920.0,8EEB20D53093FCF060460AA9AC6815D0668D27D1
Aladdin OST - Friend Like Me by Robin Williams,Robin Williams,Normal,Ranked,"6,795","27,105",1.17,231,102,54.63,,,,,,,F8B7871978EF1D32FD559E5AACC825168E84C62E
Aladdin OST - Friend Like Me by Robin Williams,Robin Williams,Easy,Ranked,"4,150","27,105",0.96,188,102,44.76,,,,,,,F8B7871978EF1D32FD559E5AACC825168E84C62E
Chart by Moriik - Qubism by Hate vs Brilliance,Hate vs Brilliance,Hard,Ranked,858,"1,445",2.02,359,180,89.44,!bsr 8a1,12,13,13,3.243,2170.0,0942A4CCAA61989A330F5CAB9F3C314FDAE15609
Bastille - Lethargy by GreatYazer,GreatYazer,Hard,Ranked,"3,113","14,200",1.84,521,128,85.32,,,,,,,BC3F366CEE6C92D32B022CF4DBF41797EA26E319
Bastille - Lethargy by GreatYazer,GreatYazer,Normal,Ranked,"1,466","14,200",0.99,294,128,46.21,,,,,,,BC3F366CEE6C92D32B022CF4DBF41797EA26E319
Linkin Park - Numb by DownyCat,DownyCat,Expert,Ranked,"44,582","125,516",2.59,899,110,119.11,,,,,,,2E6F858088C6D67E930E1BB357BD7455101B6626
Linkin Park - Numb by DownyCat,DownyCat,Normal,Ranked,"40,609","125,516",0.93,367,110,43.59,,,,,,,2E6F858088C6D67E930E1BB357BD7455101B6626
Linkin Park - Numb by DownyCat,DownyCat,Hard,Ranked,"40,325","125,516",1.86,653,110,86.21,,,,,,,2E6F858088C6D67E930E1BB357BD7455101B6626
Timmy Trumpet & Savage - Freaks by Invidia Snow,Invidia Snow,Normal,Ranked,"18,254","78,564",1.48,335,128,68.21,!bsr 21c,0,6,10,2.336,986,88153B55AA44ACB502DF9CF3871012DEE3390BB4
Timmy Trumpet & Savage - Freaks by Invidia Snow,Invidia Snow,Hard,Ranked,"27,163","78,564",1.86,462,128,85.73,!bsr 21c,0,6,10,3.221,986,88153B55AA44ACB502DF9CF3871012DEE3390BB4
E3 2018 - PSVR Announcement Song by Jaroslav Beck,Jaroslav Beck,Expert,Ranked,"2,556","2,556",0.82,113,98,37.95,!bsr 73b,0,4,12,2.782,94,F71A3E96D3FA3675EB16BE368EE984395AD910FB
Made By JWaters - Alone by Marshmello,Marshmello,Expert,Ranked,"32,683","32,683",2.05,596,142,93.76,,,,,,,FFF756F6D76BD0049082D125773B6EC97C28C89B
Chart by Kizuflux - Our Wrenally by t+pazolite,t+pazolite,Normal,Ranked,"1,022","4,830",1.72,391,105,79.87,,,,,,,29F3A85E05D579E48AAFA670F4D8B8635ADB1805
Chart by Kizuflux - Our Wrenally by t+pazolite,t+pazolite,Easy,Ranked,462,"4,830",1.15,224,105,53.75,,,,,,,29F3A85E05D579E48AAFA670F4D8B8635ADB1805
Noragami Aragoto Opening - Kyouran Hey Kids!! by The Oral Cigarettes,The Oral Cigarettes,Expert+,Ranked,"5,993","12,985",2.72,878,142,124.89,,,,,,,BEB94EDEE41D9AAB16630EA96A752B2217EB95E9
Noragami Aragoto Opening - Kyouran Hey Kids!! by The Oral Cigarettes,The Oral Cigarettes,Expert,Ranked,"4,326","12,985",2.24,822,142,102.32,,,,,,,BEB94EDEE41D9AAB16630EA96A752B2217EB95E9
 - cYsmix - Escapism (BilliumMoto Flip) by Unzor,Unzor,Normal,Ranked,430,"1,108",1.41,419,174,64.39,!bsr 210,4,19,10,2.006,795,A83749111C38DD072C8ED4CB56AD0DA1F4ADDD47
 - cYsmix - Escapism (BilliumMoto Flip) by Unzor,Unzor,Easy,Ranked,271,"1,108",1.01,305,174,44.48,!bsr 210,12,21,10,1.416,794,A83749111C38DD072C8ED4CB56AD0DA1F4ADDD47
 - Make Us High by E-Type,E-Type,Expert,Ranked,728,728,1.3,535,142,57.82,!bsr 1d7,18,3,10,2.154,285,E10A6A96310AE35F366A24DE802B20F82B4624AB
Usher - Yeah! by Krist0x,Krist0x,Expert,Ranked,"8,437","21,526",2.63,"1,042",105,120.43,,,,,,,D3C406D7683B588BC53E6D74A08311D75A243596
Usher - Yeah! by Krist0x,Krist0x,Normal,Ranked,"6,193","21,526",1.25,603,105,57.85,,,,,,,D3C406D7683B588BC53E6D74A08311D75A243596
Usher - Yeah! by Krist0x,Krist0x,Easy,Ranked,"3,123","21,526",0.98,474,105,45.59,,,,,,,D3C406D7683B588BC53E6D74A08311D75A243596
Chart by Mystikmol - citrus by kamome sano,kamome sano,Easy,Ranked,"1,467","16,419",0.76,107,174,35.57,!bsr 858,0,0,10,0.947,780,884E2D9A82F5675DE7C3FA35199EBF24C4F15D23
Chart by Mystikmol - citrus by kamome sano,kamome sano,Normal,Ranked,"3,509","16,419",1.3,285,174,60.45,!bsr 858,0,2,10,2.524,781,884E2D9A82F5675DE7C3FA35199EBF24C4F15D23
by Freeek - Death to Disco by Kevin MacLeod,Kevin MacLeod,Easy,Ranked,"2,264","31,584",1.13,207,115,52.60,!bsr 608,0,53,10,1.526,227,5275DD35A4098B6CD9FBD45CB79A0D314A3A1D07
Hazuki - Legend of Millennium by Hoppaw,Hoppaw,Hard,Ranked,"3,326","10,328",4.9,889,192,223.19,,,,,,,A6BEE89340610820701B2B4B706C73D86098C15C
Hazuki - Legend of Millennium by Hoppaw,Hoppaw,Expert,Ranked,"3,438","10,328",6.47,939,192,293.90,,,,,,,A6BEE89340610820701B2B4B706C73D86098C15C
Hazuki - Legend of Millennium by Hoppaw,Hoppaw,Expert+,Ranked,"3,564","10,328",7.68,956,192,346.24,,,,,,,A6BEE89340610820701B2B4B706C73D86098C15C
(Charted by M.Rappold) - BTH2 - Reach VIP by Tantrum Desire,Tantrum Desire,Expert+,Ranked,"1,776","1,776",2.23,531,175,102.74,!bsr 4f4,0,10,10,4.331,556,9FC6B409FF4566C74FB38FDB2671F10190566ACC
Pa's Lam System - TWISTSTEP by Mapped by roeek,Mapped by roeek,Expert+,Ranked,"7,726","7,726",6.89,"1,400",170,310.27,!bsr 123b,0,46,15,8.196,2160.0,BC6220ACE2AEDE409EFF44851C2272322AC75C84
(Charted by M.Rappold) - BTH2 - Watching Me by High Maintenance & Mediks ft. Georgina Upton,High Maintenance & Mediks ft. Georgina Upton,Expert+,Ranked,"1,884","1,884",2.26,552,177,104.52,!bsr 4f4,0,10,10,4.331,556,A8FA6782C467F04EB4F27F0644C5BD94F48E9CDB
the Heavy - Short Change Hero by Georgin,Georgin,Easy,Ranked,600,"3,651",1.07,334,106,49.55,!bsr 439,0,18,10,1.432,1080.0,F40D605585EB597155236104E0829B4DEDDBB8C1
ft. Casey Lee Williams - Time To Say Goodbye by Jeff Williams,Jeff Williams,Expert+,Ranked,"18,561","18,561",4.01,"1,028",250,183.90,!bsr 554,0,2,12.5,5.272,345,60DBD91B8D38DE792614A847FFE1D8E227597EB8
S3RL - R4V3 B0Y (Rave Boy) by DropOfFire,DropOfFire,Expert,Ranked,"11,712","11,712",4.94,930,175,225.21,!bsr 1493,0,0,10,5.308,930,A5C831BAE7B74BB1CDF02FDE8EB93E40023EE15B
Michael Jackson - Beat it by Freeek,Freeek,Normal,Ranked,"100,724","426,548",0.64,219,139,30.02,!bsr 217,40,70,10,1.667,878,4B2DA842B687EC4CFBC948C583C21C79D4120DE0
Michael Jackson - Beat it by Freeek,Freeek,Hard,Ranked,"142,619","426,548",1.7,386,139,78.90,!bsr 217,42,72,10,2.937,878,4B2DA842B687EC4CFBC948C583C21C79D4120DE0
Michael Jackson - Beat it by Freeek,Freeek,Easy,Ranked,"55,350","426,548",0.39,188,139,18.10,!bsr 217,0,84,10,1.431,878,4B2DA842B687EC4CFBC948C583C21C79D4120DE0
Marina and the Diamonds (Betatraxx remix) - Electra Heart by GreatYazer,GreatYazer,Normal,Ranked,"3,027","10,566",1.82,712,128,84.36,!bsr 1b5,0,70,10,2.784,1330.0,676BF0C78B1DE04C0760FA8FB8F112E0ACA5B4D6
Chroma - Lonely Departure by shadowlord723,shadowlord723,Easy,Ranked,386,542,1.31,286,175,59.01,!bsr 8ac,7,14,12,1.708,1120.0,9DAB46C9D19CB11F896C577C37AA4A99F33C057D
Breaking Benjamin - Blow Me Away by GreatYazer,GreatYazer,Normal,Ranked,"8,775","49,295",1.14,286,100,53.09,,,,,,,82B8E2C82DCC84CBB5D70CF5EE545EBB145C6311
Chisuga Haruka - Pray(TV Size) by Fayhe(EX+ by Mystimol),Fayhe(EX+ by Mystimol),Expert+,Ranked,"9,639","12,185",4.54,504,160,207.37,,,,,,,045662B7C37AF1D09E0F0A54C7076D4B2CB2C721
SakiZ - osu!memories by Various Mappers,Various Mappers,Expert+,Ranked,"9,762","9,762",8.49,"3,369",180,382.89,,,,,,,4310F1B1D5AE5344F6CCD0AB31B892DF166F6C1A
by Sasaki Sayaka - Zzz by Todokete,Todokete,Expert,Ranked,"2,932","5,268",2.26,749,154,103.73,,,,,,,F15082586D31D238CFC33730C7D4A9BCE4594D35
by Sasaki Sayaka - Zzz by Todokete,Todokete,Hard,Ranked,"1,463","5,268",1.6,599,154,73.60,,,,,,,F15082586D31D238CFC33730C7D4A9BCE4594D35
by Sasaki Sayaka - Zzz by Todokete,Todokete,Normal,Ranked,873,"5,268",1.13,376,154,52.34,,,,,,,F15082586D31D238CFC33730C7D4A9BCE4594D35
v2 - Freedom Dive by Roffle,Roffle,Expert+,Ranked,"12,249","12,249",7.72,"2,444",222,352.83,,,,,,,4692C6C200BC92364C268A518E9DEE89146E4391
Xtrullor - Arcana by Caeden117,Caeden117,Hard,Ranked,"1,087","1,087",1.02,346,156,47.13,,,,,,,CECC5757FD4ABEA631113C672EC5FBBF9F686457
AURORA - Conqueror by NovaShaft,NovaShaft,Expert,Ranked,"11,570","15,456",2.59,781,184,119.03,,,,,,,65D94D402E22AF95E95E69F38D41B05881E96AAF
